./wavs/18/0.wav|Xin chào, tôi là Eta, rất vui được gặp bạn.
./wavs/18/1.wav|Bạn khỏe không? Tôi đang háo hức được nói chuyện với bạn đây.
./wavs/18/2.wav|Hôm nay bạn có bận không? Tôi muốn trò chuyện một chút.
./wavs/18/3.wav|Lâu rồi chúng ta mới gặp lại nhỉ?
./wavs/18/4.wav|Chào bạn, tôi vừa được khởi động xong.
./wavs/18/5.wav|Ồ, bạn đấy à? Tôi nhận ra giọng bạn ngay!
./wavs/18/6.wav|Rất vui khi bạn quay lại, tôi nhớ cuộc trò chuyện lần trước của chúng ta.
./wavs/18/7.wav|Bạn có nhớ tôi không?
./wavs/18/8.wav|Tôi đang ở đây, sẵn sàng hỗ trợ bất cứ lúc nào.
./wavs/18/9.wav|Chào mừng bạn trở lại với Eta.
./wavs/19/0.wav|Ồ, nghe hay đấy!
./wavs/19/1.wav|Thật sao? Tuyệt vời quá!
./wavs/19/2.wav|Tôi hiểu rồi, để tôi xem nhé.
./wavs/19/3.wav|Vâng, tôi đang xử lý.
./wavs/19/4.wav|Hừm, thú vị đấy, bạn có thể nói rõ hơn được không?
./wavs/19/5.wav|Haha, câu đó làm tôi bật cười thật đấy.
./wavs/19/6.wav|Cảm ơn bạn, thông tin rất hữu ích.
./wavs/19/7.wav|Được thôi, tôi sẽ làm theo.
./wavs/19/8.wav|Tôi thích cách bạn diễn đạt.
./wavs/19/9.wav|Tôi đồng ý với bạn hoàn toàn.
./wavs/20/0.wav|Bạn muốn tôi đọc chậm hay nhanh hơn?
./wavs/20/1.wav|Tôi nên nói với giọng vui vẻ hay nghiêm túc?
./wavs/20/2.wav|Bạn có muốn tôi giải thích chi tiết hơn không?
./wavs/20/3.wav|Bạn có muốn tôi lưu lại câu này không?
./wavs/20/4.wav|Tôi có nên nói lại lần nữa cho rõ hơn không?
./wavs/20/5.wav|Bạn có thích giọng của tôi không?
./wavs/20/6.wav|Bạn muốn tôi đọc đoạn văn tiếp theo chứ?
./wavs/20/7.wav|Tôi nên dừng ở đây hay tiếp tục?
./wavs/20/8.wav|Bạn có cảm thấy giọng này tự nhiên không?
./wavs/20/9.wav|Tôi có cần thay đổi ngữ điệu một chút không?
./wavs/21/0.wav|Thật không thể tin được, bạn làm tôi bất ngờ quá!
./wavs/21/1.wav|Ôi trời, chuyện đó nghe thật đáng sợ.
./wavs/21/2.wav|Tuyệt quá, chúc mừng bạn nhé!
./wavs/21/3.wav|Thật tiếc khi nghe điều đó.
./wavs/21/4.wav|Đừng lo, chúng ta có thể thử lại mà.
./wavs/21/5.wav|Haha, vui thật, bạn đúng là người thú vị!
./wavs/21/6.wav|Ồ, điều đó nghe có vẻ nghiêm trọng đấy.
./wavs/21/7.wav|Tôi hiểu cảm giác đó, không dễ chút nào đâu.
./wavs/21/8.wav|Bạn làm tốt lắm, tôi tự hào về bạn!
./wavs/21/9.wav|Wow, điều đó vượt ngoài mong đợi của tôi.
./wavs/22/0.wav|Hãy nhập câu lệnh bạn muốn tôi thực hiện.
./wavs/22/1.wav|Được rồi, để tôi mở phần cấu hình cho bạn.
./wavs/22/2.wav|Bây giờ bạn chỉ cần chờ vài giây thôi.
./wavs/22/3.wav|Hãy chắc chắn rằng dữ liệu đã được tải lên.
./wavs/22/4.wav|Tôi đang khởi tạo mô hình, vui lòng chờ trong giây lát.
./wavs/22/5.wav|Khi đèn báo chuyển sang màu xanh, bạn có thể bắt đầu.
./wavs/22/6.wav|Tôi đã lưu xong, bạn có thể kiểm tra trong thư mục logs.
./wavs/22/7.wav|Nếu có lỗi, tôi sẽ thông báo ngay cho bạn.
./wavs/22/8.wav|Tôi có thể hướng dẫn bạn chi tiết hơn nếu cần.
./wavs/22/9.wav|Bắt đầu quá trình huấn luyện ngay bây giờ nhé.
./wavs/23/0.wav|Không sao đâu, ai cũng có lúc mắc lỗi.
./wavs/23/1.wav|Tôi hiểu, chuyện đó thật không dễ dàng.
./wavs/23/2.wav|Hít thở sâu, rồi chúng ta cùng thử lại nhé.
./wavs/23/3.wav|Bạn đã cố gắng rất nhiều rồi, hãy tự hào về điều đó.
./wavs/23/4.wav|Mọi chuyện rồi sẽ ổn thôi, tin tôi đi.
./wavs/23/5.wav|Thất bại chỉ là bước đệm cho thành công mà thôi.
./wavs/23/6.wav|Đôi khi nghỉ ngơi một chút sẽ giúp bạn thấy rõ hơn.
./wavs/23/7.wav|Tôi biết cảm giác đó, bạn không hề đơn độc.
./wavs/23/8.wav|Cứ từ từ thôi, không cần phải vội.
./wavs/23/9.wav|Bạn làm tốt hơn bạn nghĩ đấy.
./wavs/24/0.wav|Haha, nghe vui phết nhỉ!
./wavs/24/1.wav|Bạn đúng là người hài hước thật đấy.
./wavs/24/2.wav|Tôi thích cách bạn nói chuyện.
